Bölge (Düzey-2),Ýl Adý,Ýlçe Adý,Ýl-Ýlçe,ilce_no
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",IGDIR,KARAKOYUNLU,IGDIR-KARAKOYUNLU,592
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",IGDIR,TUZLUCA,IGDIR-TUZLUCA,561
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,AKYAKA,KARS-AKYAKA,968
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,ARPACAY,KARS-ARPACAY,728
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,DIGOR,KARS-DIGOR,623
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,KAGIZMAN,KARS-KAGIZMAN,588
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,KARS,KARS-KARS,661
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,SARIKAMIS,KARS-SARIKAMIS,649
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,SELIM,KARS-SELIM,665
"TRA2-SERHAT-(AGRI, ARDAHAN, IGDIR, KARS)",KARS,SUSUZ,KARS-SUSUZ,742
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,ADAKLI,BINGOL-ADAKLI,460
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,BINGOL,BINGOL-BINGOL,406
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,GENC,BINGOL-GENC,372
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,KARLIOVA,BINGOL-KARLIOVA,443
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,KIGI,BINGOL-KIGI,463
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,SOLHAN,BINGOL-SOLHAN,392
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,YAYLADERE,BINGOL-YAYLADERE,467
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",BINGOL,YEDISU,BINGOL-YEDISU,498
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,AGIN,ELAZIG-AGIN,422
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,ALACAKAYA,ELAZIG-ALACAKAYA,338
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,ARICAK,ELAZIG-ARICAK,343
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,BASKIL,ELAZIG-BASKIL,336
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,ELAZIG,ELAZIG-ELAZIG,358
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,KARAKOCAN,ELAZIG-KARAKOCAN,416
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,KEBAN,ELAZIG-KEBAN,400
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,KOVANCILAR,ELAZIG-KOVANCILAR,402
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,MADEN,ELAZIG-MADEN,321
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,PALU,ELAZIG-PALU,365
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",ELAZIG,SIVRICE,ELAZIG-SIVRICE,323
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,AKCADAG,MALATYA-AKCADAG,296
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,ARAPGIR,MALATYA-ARAPGIR,444
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,ARGUVAN,MALATYA-ARGUVAN,390
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,BATTALGAZI,MALATYA-BATTALGAZI,282
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,DARENDE,MALATYA-DARENDE,364
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,DOGANSEHIR,MALATYA-DOGANSEHIR,239
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,DOGANYOL,MALATYA-DOGANYOL,314
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,HEKIMHAN,MALATYA-HEKIMHAN,389
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,KALE,MALATYA-KALE,324
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,KULUNCAK,MALATYA-KULUNCAK,401
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,PUTURGE,MALATYA-PUTURGE,257
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,YAZIHAN,MALATYA-YAZIHAN,354
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",MALATYA,YESILYURT,MALATYA-YESILYURT,283
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,CEMISGEZEK,TUNCELI-CEMISGEZEK,423
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,HOZAT,TUNCELI-HOZAT,448
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,MAZGIRT,TUNCELI-MAZGIRT,415
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,NAZIMIYE,TUNCELI-NAZIMIYE,452
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,OVACIK,TUNCELI-OVACIK,479
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,PERTEK,TUNCELI-PERTEK,425
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,PULUMUR,TUNCELI-PULUMUR,487
"TRB1-FIRAT-(BINGOL, ELAZIG, MALATYA, TUNCELI)",TUNCELI,TUNCELI,TUNCELI-TUNCELI,433
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,ADILCEVAZ,BITLIS-ADILCEVAZ,379
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,AHLAT,BITLIS-AHLAT,396
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,BITLIS,BITLIS-BITLIS,293
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,GUROYMAK,BITLIS-GUROYMAK,359
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,HIZAN,BITLIS-HIZAN,252
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,MUTKI,BITLIS-MUTKI,299
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",BITLIS,TATVAN,BITLIS-TATVAN,316
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",HAKKARI,CUKURCA,HAKKARI-CUKURCA,133
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",HAKKARI,DERECIK,HAKKARI-DERECIK,971
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",HAKKARI,HAKKARI,HAKKARI-HAKKARI,141
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",HAKKARI,SEMDINLI,HAKKARI-SEMDINLI,155
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",HAKKARI,YUKSEKOVA,HAKKARI-YUKSEKOVA,134
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,BULANIK,MUS-BULANIK,420
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,HASKOY,MUS-HASKOY,374
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,KORKUT,MUS-KORKUT,395
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,MALAZGIRT,MUS-MALAZGIRT,429
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,MUS,MUS-MUS,369
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",MUS,VARTO,MUS-VARTO,450
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,BAHCESARAY,VAN-BAHCESARAY,262
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,BASKALE,VAN-BASKALE,209
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,CALDIRAN,VAN-CALDIRAN,430
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,CATAK,VAN-CATAK,203
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,EDREMIT,VAN-EDREMIT,333
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,ERCIS,VAN-ERCIS,431
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,GEVAS,VAN-GEVAS,290
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,GURPINAR,VAN-GURPINAR,204
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,IPEKYOLU,VAN-IPEKYOLU,347
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,MURADIYE,VAN-MURADIYE,407
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,OZALP,VAN-OZALP,349
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,SARAY,VAN-SARAY,967
"TRB2-DOGU ANADOLU-(BITLIS, HAKKÂRI, MUS, VAN)",VAN,TUSBA,VAN-TUSBA,346
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,ADIYAMAN,ADIYAMAN-ADIYAMAN,187
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,BESNI,ADIYAMAN-BESNI,167
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,CELIKHAN,ADIYAMAN-CELIKHAN,254
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,GERGER,ADIYAMAN-GERGER,258
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,GOLBASI,ADIYAMAN-GOLBASI,177
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,KAHTA,ADIYAMAN-KAHTA,180
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,SAMSAT,ADIYAMAN-SAMSAT,181
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,SINCIK,ADIYAMAN-SINCIK,241
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",ADIYAMAN,TUT,ADIYAMAN-TUT,208
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,ARABAN,GAZIANTEP-ARABAN,139
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,ISLAHIYE,GAZIANTEP-ISLAHIYE,59
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,KARKAMIS,GAZIANTEP-KARKAMIS,43
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,NIZIP,GAZIANTEP-NIZIP,75
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,NURDAGI,GAZIANTEP-NURDAGI,79
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,OGUZELI,GAZIANTEP-OGUZELI,42
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,SAHINBEY,GAZIANTEP-SAHINBEY,50
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,SEHITKAMIL,GAZIANTEP-SEHITKAMIL,81
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",GAZIANTEP,YAVUZELI,GAZIANTEP-YAVUZELI,117
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",KILIS,ELBEYLI,KILIS-ELBEYLI,30
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",KILIS,KILIS,KILIS-KILIS,29
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",KILIS,MUSABEYLI,KILIS-MUSABEYLI,58
"TRC1-IPEKYOLU-(ADIYAMAN, GAZIANTEP, KILIS)",KILIS,POLATELI,KILIS-POLATELI,56
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,BAGLAR,DIYARBAKIR-BAGLAR,220
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,BISMIL,DIYARBAKIR-BISMIL,201
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,CERMIK,DIYARBAKIR-CERMIK,263
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,CINAR,DIYARBAKIR-CINAR,171
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,CUNGUS,DIYARBAKIR-CUNGUS,292
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,DICLE,DIYARBAKIR-DICLE,301
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,EGIL,DIYARBAKIR-EGIL,285
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,ERGANI,DIYARBAKIR-ERGANI,229
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,HANI,DIYARBAKIR-HANI,308
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,HAZRO,DIYARBAKIR-HAZRO,289
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,KAYAPINAR,DIYARBAKIR-KAYAPINAR,240
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,KOCAKOY,DIYARBAKIR-KOCAKOY,309
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,KULP,DIYARBAKIR-KULP,388
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,LICE,DIYARBAKIR-LICE,319
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,SILVAN,DIYARBAKIR-SILVAN,273
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,SUR,DIYARBAKIR-SUR,221
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",DIYARBAKIR,YENISEHIR,DIYARBAKIR-YENISEHIR,234
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,AKCAKALE,SANLIURFA-AKCAKALE,34
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,BIRECIK,SANLIURFA-BIRECIK,97
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,BOZOVA,SANLIURFA-BOZOVA,95
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,CEYLANPINAR,SANLIURFA-CEYLANPINAR,35
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,EYYUBIYE,SANLIURFA-EYYUBIYE,71
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,HALFETI,SANLIURFA-HALFETI,109
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,HALILIYE,SANLIURFA-HALILIYE,98
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,HARRAN,SANLIURFA-HARRAN,52
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,HILVAN,SANLIURFA-HILVAN,158
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,KARAKOPRU,SANLIURFA-KARAKOPRU,89
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,SIVEREK,SANLIURFA-SIVEREK,157
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,SURUC,SANLIURFA-SURUC,70
"TRC2-KARACADAG-(DIYARBAKIR, SANLIURFA)",SANLIURFA,VIRANSEHIR,SANLIURFA-VIRANSEHIR,78
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,BATMAN,BATMAN-BATMAN,199
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,BESIRI,BATMAN-BESIRI,202
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,GERCUS,BATMAN-GERCUS,168
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,HASANKEYF,BATMAN-HASANKEYF,189
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,KOZLUK,BATMAN-KOZLUK,268
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",BATMAN,SASON,BATMAN-SASON,330
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,ARTUKLU,MARDIN-ARTUKLU,114
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,DARGECIT,MARDIN-DARGECIT,148
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,DERIK,MARDIN-DERIK,91
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,KIZILTEPE,MARDIN-KIZILTEPE,87
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,MAZIDAGI,MARDIN-MAZIDAGI,128
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,MIDYAT,MARDIN-MIDYAT,125
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,NUSAYBIN,MARDIN-NUSAYBIN,115
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,OMERLI,MARDIN-OMERLI,116
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,SAVUR,MARDIN-SAVUR,151
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",MARDIN,YESILLI,MARDIN-YESILLI,150
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,BAYKAN,SIIRT-BAYKAN,271
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,ERUH,SIIRT-ERUH,179
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,KURTALAN,SIIRT-KURTALAN,198
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,PERVARI,SIIRT-PERVARI,191
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,SIIRT,SIIRT-SIIRT,190
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,SIRVAN,SIIRT-SIRVAN,250
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIIRT,TILLO,SIIRT-TILLO,236
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,BEYTUSSEBAP,SIRNAK-BEYTUSSEBAP,174
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,CIZRE,SIRNAK-CIZRE,137
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,GUCLUKONAK,SIRNAK-GUCLUKONAK,144
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,IDIL,SIRNAK-IDIL,119
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,SILOPI,SIRNAK-SILOPI,138
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,SIRNAK,SIRNAK-SIRNAK,143
"TRC3-DICLE-(BATMAN, MARDIN, SIRNAK, SIIRT)",SIRNAK,ULUDERE,SIRNAK-ULUDERE,142
